v,Feature importance based on training set,Feature importance based on test set,Subtypes,colors,x,y,Bit Substructure,Proportion in PICT,Proportion in TICT
PubChemFP417,0.000110999,7.84E-05,PubChemFP,#8a00ff,13,17,C#C,0.035230352,0.035225049
PubChemFP427,0.000154071,2.96E-05,PubChemFP,#8a00ff,14,17,C(#C)(-C),0.035230352,0.035225049
PubChemFP10,0.002944698,0.001049714,PubChemFP,#8a00ff,15,17,>= 4 C,0.677506775,0.765166341
MACCSFP21,1.59E-05,0,MACCSFP,#00d3ff,16,17,"('[#6]=[#6](~[!#6;!#1])~[!#6;!#1]', 0)",0,0.011741683
PubChemFP183,4.00E-05,3.80E-05,PubChemFP,#8a00ff,17,17,>= 1 unsaturated non-aromatic nitrogen-containing ring size 6,0.008130081,0.007827789
MACCSFP76,0.001196667,0.000960788,MACCSFP,#00d3ff,18,17,"('[#6]=[#6](~*)~*', 0)",0.341463415,0.311154599
PubChemFP182,0.00029015,1.71E-05,PubChemFP,#8a00ff,19,17,>= 1 unsaturated non-aromatic carbon-only ring size 6,0.097560976,0.078277886
PubChemFP189,3.20E-05,0,PubChemFP,#8a00ff,20,17,>= 2 unsaturated non-aromatic carbon-only ring size 6,0.010840108,0.003913894
PubChemFP187,0.000169408,0.000204412,PubChemFP,#8a00ff,21,17,>= 2 saturated or aromatic nitrogen-containing ring size 6,0.021680217,0.062622309
PubChemFP207,0.000733889,0.000367559,PubChemFP,#8a00ff,22,17,>= 5 saturated or aromatic carbon-only ring size 6,0.062330623,0.156555773
PubChemFP194,3.70E-05,-4.54E-06,PubChemFP,#8a00ff,23,17,>= 3 saturated or aromatic nitrogen-containing ring size 6,0.002710027,0.01369863
PubChemFP136,1.23E-05,0,PubChemFP,#8a00ff,24,17,>= 2 any ring size 4,0,0.001956947
PubChemFP130,5.94E-06,8.18E-06,PubChemFP,#8a00ff,25,17,>= 1 saturated or aromatic carbon-only ring size 4,0,0.007827789
PubChemFP131,6.61E-06,-1.64E-05,PubChemFP,#8a00ff,26,17,>= 1 saturated or aromatic nitrogen-containing ring size 4,0,0.007827789
PharmacoErGFP417,6.62E-05,5.97E-05,PharmacoErGFP,#005dff,27,17,"('Hydrophobic', 'Aromatic', 19)",0.013550136,0.04109589
PharmacoErGFP419,2.07E-05,7.05E-06,PharmacoErGFP,#005dff,28,17,"('Hydrophobic', 'Aromatic', 21)",0.002710027,0.023483366
PharmacoErGFP218,2.75E-05,2.73E-05,PharmacoErGFP,#005dff,29,17,"('Acceptor', 'Aromatic', 9)",0.008130081,0.031311155
PharmacoErGFP118,9.27E-06,3.05E-05,PharmacoErGFP,#005dff,30,17,"('Donor', 'Aromatic', 14)",0,0.005870841
PharmacoErGFP299,7.96E-08,0,PharmacoErGFP,#005dff,31,17,"('Positive', 'Aromatic', 6)",0,0.003913894
PharmacoErGFP159,0,0,PharmacoErGFP,#005dff,32,17,"('Acceptor', 'Positive', 13)",0,0.003913894
PharmacoErGFP258,0,0,PharmacoErGFP,#005dff,33,17,"('Positive', 'Negative', 7)",0,0
PharmacoErGFP256,0,0,PharmacoErGFP,#005dff,34,17,"('Positive', 'Negative', 5)",0,0
PharmacoErGFP255,0,0,PharmacoErGFP,#005dff,35,17,"('Positive', 'Negative', 4)",0,0
PubChemFP756,0.000264241,5.65E-05,PubChemFP,#8a00ff,0,18,Cc1c(O)cccc1,0.382113821,0.227005871
PubChemFP714,0.000182508,5.15E-05,PubChemFP,#8a00ff,1,18,Cc1ccc(O)cc1,0.287262873,0.150684932
PubChemFP594,0.000344891,-5.75E-05,PubChemFP,#8a00ff,2,18,C-O-C-C=C,0.395663957,0.287671233
PubChemFP620,0.000181552,-5.57E-05,PubChemFP,#8a00ff,3,18,C:C-O-C-C,0.287262873,0.154598826
PubChemFP448,0.000142958,-4.07E-05,PubChemFP,#8a00ff,4,18,C(-H)(=O),0.108401084,0.043052838
PubChemFP686,2.27E-05,-7.33E-06,PubChemFP,#8a00ff,5,18,O=C-C-C-C-O,0.032520325,0.011741683
PubChemFP687,3.59E-05,6.00E-05,PubChemFP,#8a00ff,6,18,O=C-C-C-C=O,0.032520325,0.01369863
PubChemFP443,0.001413994,0.000260964,PubChemFP,#8a00ff,7,18,C(-C)(=O),0.615176152,0.43444227
PubChemFP673,0.000396601,3.64E-05,PubChemFP,#8a00ff,8,18,O=C-C=C-N,0.143631436,0.119373777
PubChemFP23,0.00030594,-0.000139767,PubChemFP,#8a00ff,9,18,>= 1 F,0.070460705,0.101761252
PubChemFP364,1.33E-05,-1.39E-05,PubChemFP,#8a00ff,10,18,C(~F)(:C),0.005420054,0.01369863
MACCSFP107,0.000388711,-1.47E-05,MACCSFP,#00d3ff,11,18,"('[F,Cl,Br,I]~*(~*)~*', 0)",0.097560976,0.127201566
PubChemFP25,1.94E-05,-2.47E-05,PubChemFP,#8a00ff,12,18,>= 4 F,0,0.015655577
MACCSFP17,0.000139247,9.24E-05,MACCSFP,#00d3ff,13,18,"('[#6]#[#6]', 0)",0.035230352,0.035225049
MACCSFP118,0.000870347,0.000148911,MACCSFP,#00d3ff,14,18,"('[$(*~[CH2]~[CH2]~*),$(*1~[CH2]~[CH2]1)]', 1)",0.254742547,0.244618395
MACCSFP147,0.000916397,1.54E-05,MACCSFP,#00d3ff,15,18,"('[$(*~[CH2]~[CH2]~*),$([R]1@[CH2;R]@[CH2;R]1)]', 0)",0.254742547,0.244618395
MACCSFP45,0.000344342,0.000159632,MACCSFP,#00d3ff,16,18,"('[#6]=[#6]~[#7]', 0)",0.062330623,0.127201566
PubChemFP218,0,0,PubChemFP,#8a00ff,17,18,>= 1 unsaturated non-aromatic nitrogen-containing ring size 7,0,0
PubChemFP219,0,0,PubChemFP,#8a00ff,18,18,>= 1 unsaturated non-aromatic heteroatom-containing ring size 7,0,0
MACCSFP26,0.000181653,7.95E-05,MACCSFP,#00d3ff,19,18,"('[#6]=;@[#6](@*)@*', 0)",0.070460705,0.070450098
PubChemFP196,1.99E-06,0,PubChemFP,#8a00ff,20,18,>= 3 unsaturated non-aromatic carbon-only ring size 6,0.002710027,0
PubChemFP201,2.64E-06,0,PubChemFP,#8a00ff,21,18,>= 4 saturated or aromatic nitrogen-containing ring size 6,0,0.001956947
PubChemFP208,0,0,PubChemFP,#8a00ff,22,18,>= 5 saturated or aromatic nitrogen-containing ring size 6,0,0
PubChemFP195,2.78E-05,5.00E-06,PubChemFP,#8a00ff,23,18,>= 3 saturated or aromatic heteroatom-containing ring size 6,0.002710027,0.01369863
PubChemFP138,-1.26E-07,0,PubChemFP,#8a00ff,24,18,>= 2 saturated or aromatic nitrogen-containing ring size 4,0,0.001956947
PubChemFP139,3.77E-06,0,PubChemFP,#8a00ff,25,18,>= 2 saturated or aromatic heteroatom-containing ring size 4,0,0.001956947
PubChemFP137,2.09E-06,0,PubChemFP,#8a00ff,26,18,>= 2 saturated or aromatic carbon-only ring size 4,0,0.001956947
PharmacoErGFP420,6.97E-06,-1.82E-05,PharmacoErGFP,#005dff,27,18,"('Aromatic', 'Aromatic', 1)",0,0.015655577
PharmacoErGFP418,4.91E-05,0.000103409,PharmacoErGFP,#005dff,28,18,"('Hydrophobic', 'Aromatic', 20)",0.010840108,0.04109589
PharmacoErGFP119,-5.10E-07,3.19E-05,PharmacoErGFP,#005dff,29,18,"('Donor', 'Aromatic', 15)",0,0.003913894
PharmacoErGFP300,6.04E-07,0,PharmacoErGFP,#005dff,30,18,"('Positive', 'Aromatic', 7)",0,0.005870841
PharmacoErGFP79,0,0,PharmacoErGFP,#005dff,31,18,"('Donor', 'Negative', 17)",0,0
PharmacoErGFP259,0,0,PharmacoErGFP,#005dff,32,18,"('Positive', 'Negative', 8)",0,0
PharmacoErGFP257,0,0,PharmacoErGFP,#005dff,33,18,"('Positive', 'Negative', 6)",0,0
PharmacoErGFP254,0,0,PharmacoErGFP,#005dff,34,18,"('Positive', 'Negative', 3)",0,0
PharmacoErGFP253,0,0,PharmacoErGFP,#005dff,35,18,"('Positive', 'Negative', 2)",0,0
PubChemFP819,0.000291802,0.000116579,PubChemFP,#8a00ff,0,19,CC1C(O)CCCC1,0.382113821,0.227005871
PubChemFP784,3.74E-05,3.58E-05,PubChemFP,#8a00ff,1,19,OC1CCC(N)CC1,0.048780488,0.029354207
PubChemFP341,0.000529719,-7.83E-05,PubChemFP,#8a00ff,2,19,C(~C)(~C)(~O),0.623306233,0.454011742
MACCSFP126,0.000232318,5.16E-05,MACCSFP,#00d3ff,3,19,"('*!@[#8]!@*', 0)",0.127371274,0.164383562
PubChemFP706,0.000121785,-0.000255584,PubChemFP,#8a00ff,4,19,O=C-C-C-C-C(=O)-C,0.154471545,0.072407045
PubChemFP695,0.000283851,-0.000347891,PubChemFP,#8a00ff,5,19,O=C-C-C-C-C-N,0.262872629,0.203522505
PubChemFP535,0.000782684,4.29E-05,PubChemFP,#8a00ff,6,19,O=C-C-C,0.585365854,0.391389432
PubChemFP553,0.001246205,0.000469716,PubChemFP,#8a00ff,7,19,O=C-C=C,0.60704607,0.412915851
PubChemFP580,0.000380401,-0.000119839,PubChemFP,#8a00ff,8,19,O=C-C-C-N,0.16802168,0.111545988
MACCSFP96,0.001184016,0.000152767,MACCSFP,#00d3ff,9,19,"('*1~*~*~*~*~1', 0)",0.47696477,0.489236791
MACCSFP87,0.000265504,0.000130047,MACCSFP,#00d3ff,10,19,"('[F,Cl,Br,I]!@*@*', 0)",0.081300813,0.101761252
PubChemFP287,8.92E-05,2.67E-05,PubChemFP,#8a00ff,11,19,C-F,0.016260163,0.031311155
PubChemFP148,0.000197499,2.10E-05,PubChemFP,#8a00ff,12,19,>= 1 unsaturated non-aromatic nitrogen-containing ring size 5,0.046070461,0.093933464
PubChemFP460,0.000128994,0.000186922,PubChemFP,#8a00ff,13,19,C-C-C#C,0.032520325,0.033268102
MACCSFP129,0.000583552,0.000360276,MACCSFP,#00d3ff,14,19,"('[$(*~[CH2]~*~*~[CH2]~*),$([R]1@[CH2]@[R]@[R]@[CH2;R]1),$(*~[CH2]~[R]1@[R]@[CH2;R]1)]', 0)",0.113821138,0.148727984
MACCSFP128,0.000671118,0.000192085,MACCSFP,#00d3ff,15,19,"('[$(*~[CH2]~*~*~*~[CH2]~*),$([R]1@[CH2;R]@[R]@[R]@[R]@[CH2;R]1),$(*~[CH2]~[R]1@[R]@[R]@[CH2;R]1),$(*~[CH2]~*~[R]1@[R]@[CH2;R]1)]', 0)",0.181571816,0.15851272
PubChemFP11,0.00120871,0.000377676,PubChemFP,#8a00ff,16,19,>= 8 C,0.322493225,0.391389432
PubChemFP335,0.000228003,-4.89E-05,PubChemFP,#8a00ff,17,19,C(~C)(~C)(~C)(~H),0.040650407,0.058708415
MACCSFP19,2.25E-05,1.28E-05,MACCSFP,#00d3ff,18,19,"('*1~*~*~*~*~*~*~1', 0)",0.002710027,0.003913894
PubChemFP213,1.21E-05,1.20E-05,PubChemFP,#8a00ff,19,19,>= 1 any ring size 7,0.002710027,0.003913894
PubChemFP215,0,0,PubChemFP,#8a00ff,20,19,>= 1 saturated or aromatic nitrogen-containing ring size 7,0,0
PubChemFP209,0,0,PubChemFP,#8a00ff,21,19,>= 5 saturated or aromatic heteroatom-containing ring size 6,0,0
PubChemFP202,3.52E-06,0,PubChemFP,#8a00ff,22,19,>= 4 saturated or aromatic heteroatom-containing ring size 6,0,0.001956947
PharmacoErGFP360,1.23E-05,3.01E-05,PharmacoErGFP,#005dff,23,19,"('Negative', 'Aromatic', 4)",0.005420054,0.011741683
PharmacoErGFP362,4.96E-05,0,PharmacoErGFP,#005dff,24,19,"('Negative', 'Aromatic', 6)",0.002710027,0.01369863
PharmacoErGFP363,1.11E-05,0,PharmacoErGFP,#005dff,25,19,"('Negative', 'Aromatic', 7)",0,0.009784736
PharmacoErGFP364,1.80E-05,0,PharmacoErGFP,#005dff,26,19,"('Negative', 'Aromatic', 8)",0,0.011741683
PharmacoErGFP416,6.86E-05,5.13E-05,PharmacoErGFP,#005dff,27,19,"('Hydrophobic', 'Aromatic', 18)",0.024390244,0.050880626
PharmacoErGFP219,1.28E-05,7.63E-05,PharmacoErGFP,#005dff,28,19,"('Acceptor', 'Aromatic', 10)",0.005420054,0.01369863
PharmacoErGFP359,0,-7.24E-06,PharmacoErGFP,#005dff,29,19,"('Negative', 'Aromatic', 3)",0,0.001956947
PharmacoErGFP319,0,0,PharmacoErGFP,#005dff,30,19,"('Negative', 'Negative', 5)",0,0
PharmacoErGFP78,0,0,PharmacoErGFP,#005dff,31,19,"('Donor', 'Negative', 16)",0,0
PharmacoErGFP76,-3.13E-06,0,PharmacoErGFP,#005dff,32,19,"('Donor', 'Negative', 14)",0,0.003913894
PharmacoErGFP75,7.01E-07,0,PharmacoErGFP,#005dff,33,19,"('Donor', 'Negative', 13)",0.002710027,0.003913894
PharmacoErGFP74,5.88E-07,0,PharmacoErGFP,#005dff,34,19,"('Donor', 'Negative', 12)",0.002710027,0.003913894
PharmacoErGFP252,1.80E-07,0,PharmacoErGFP,#005dff,35,19,"('Positive', 'Negative', 1)",0.002710027,0
PubChemFP655,0.000313941,-1.18E-05,PubChemFP,#8a00ff,0,20,O-C-C-C:C,0.555555556,0.391389432
MACCSFP152,0.000462197,0.000275491,MACCSFP,#00d3ff,1,20,"('[#8]~[#6](~[#6])~[#6]', 0)",0.623306233,0.454011742
PubChemFP637,0.000399993,-8.45E-05,PubChemFP,#8a00ff,2,20,O-C-C-C-C,0.563685637,0.410958904
PubChemFP705,0.000127716,-3.05E-05,PubChemFP,#8a00ff,3,20,O=C-C-C-C-C(O)-C,0.18699187,0.090019569
PubChemFP694,0.000199953,6.19E-06,PubChemFP,#8a00ff,4,20,O=C-C-C-C-C=O,0.222222222,0.133072407
PubChemFP707,0.000305298,0.00021186,PubChemFP,#8a00ff,5,20,O=C-C-C-C-C(N)-C,0.214092141,0.170254403
PubChemFP671,0.000954226,0.000282349,PubChemFP,#8a00ff,6,20,O=C-C=C-C,0.604336043,0.410958904
PubChemFP685,8.96E-05,0.000113277,PubChemFP,#8a00ff,7,20,O=C-C-C-C-N,0.051490515,0.039138943
PubChemFP624,0.000312992,-2.68E-05,PubChemFP,#8a00ff,8,20,O=C-C:C-N,0.140921409,0.1037182
MACCSFP83,0.000999992,0.000363017,MACCSFP,#00d3ff,9,20,"('[!#6;!#1]1~*~*~*~*~1', 0)",0.441734417,0.463796477
PubChemFP146,0.000675248,2.45E-05,PubChemFP,#8a00ff,10,20,>= 1 saturated or aromatic heteroatom-containing ring size 5,0.349593496,0.363992172
PubChemFP143,0.001065771,2.36E-05,PubChemFP,#8a00ff,11,20,>= 1 any ring size 5,0.47696477,0.489236791
PubChemFP258,0.000186091,-7.75E-05,PubChemFP,#8a00ff,12,20,>= 2 hetero-aromatic rings,0.070460705,0.099804305
PubChemFP149,0.000207775,2.80E-05,PubChemFP,#8a00ff,13,20,>= 1 unsaturated non-aromatic heteroatom-containing ring size 5,0.062330623,0.1037182
PubChemFP156,1.28E-05,1.92E-05,PubChemFP,#8a00ff,14,20,>= 2 unsaturated non-aromatic heteroatom-containing ring size 5,0,0.007827789
PubChemFP248,0,0,PubChemFP,#8a00ff,15,20,>= 1 any ring size 10,0,0
PubChemFP252,0,0,PubChemFP,#8a00ff,16,20,>= 1 unsaturated non-aromatic carbon-only ring size 10,0,0
PubChemFP217,6.86E-07,0,PubChemFP,#8a00ff,17,20,>= 1 unsaturated non-aromatic carbon-only ring size 7,0,0.001956947
PubChemFP216,0,0,PubChemFP,#8a00ff,18,20,>= 1 saturated or aromatic heteroatom-containing ring size 7,0,0
PubChemFP214,0,0,PubChemFP,#8a00ff,19,20,>= 1 saturated or aromatic carbon-only ring size 7,0,0
PubChemFP220,0,0,PubChemFP,#8a00ff,20,20,>= 2 any ring size 7,0,0
PubChemFP223,0,0,PubChemFP,#8a00ff,21,20,>= 2 saturated or aromatic heteroatom-containing ring size 7,0,0
PharmacoErGFP361,2.68E-05,0,PharmacoErGFP,#005dff,22,20,"('Negative', 'Aromatic', 5)",0.005420054,0.011741683
PharmacoErGFP182,0.000134587,8.14E-05,PharmacoErGFP,#005dff,23,20,"('Acceptor', 'Negative', 15)",0.075880759,0.076320939
PharmacoErGFP181,0.000216814,0.000151767,PharmacoErGFP,#005dff,24,20,"('Acceptor', 'Negative', 14)",0.094850949,0.111545988
PharmacoErGFP184,0.000238197,9.40E-05,PharmacoErGFP,#005dff,25,20,"('Acceptor', 'Negative', 17)",0.116531165,0.111545988
PharmacoErGFP185,0.000252353,6.35E-05,PharmacoErGFP,#005dff,26,20,"('Acceptor', 'Negative', 18)",0.116531165,0.125244618
PharmacoErGFP365,7.75E-06,0,PharmacoErGFP,#005dff,27,20,"('Negative', 'Aromatic', 9)",0,0.007827789
PharmacoErGFP358,0,5.36E-05,PharmacoErGFP,#005dff,28,20,"('Negative', 'Aromatic', 2)",0,0.001956947
PharmacoErGFP357,0,4.08E-05,PharmacoErGFP,#005dff,29,20,"('Negative', 'Aromatic', 1)",0,0.001956947
PharmacoErGFP179,0,0,PharmacoErGFP,#005dff,30,20,"('Acceptor', 'Negative', 12)",0,0
PharmacoErGFP77,0,0,PharmacoErGFP,#005dff,31,20,"('Donor', 'Negative', 15)",0,0
PharmacoErGFP175,7.03E-06,-1.37E-05,PharmacoErGFP,#005dff,32,20,"('Acceptor', 'Negative', 8)",0.008130081,0.007827789
PharmacoErGFP174,8.58E-06,1.52E-05,PharmacoErGFP,#005dff,33,20,"('Acceptor', 'Negative', 7)",0.010840108,0.007827789
PharmacoErGFP73,9.17E-07,-6.53E-06,PharmacoErGFP,#005dff,34,20,"('Donor', 'Negative', 11)",0.002710027,0.001956947
PharmacoErGFP251,4.81E-07,0,PharmacoErGFP,#005dff,35,20,"('Positive', 'Positive', 21)",0.002710027,0
PubChemFP574,0.000298945,1.13E-05,PubChemFP,#8a00ff,0,21,O-C-C:C-C,0.558265583,0.391389432
PubChemFP619,0.000383457,2.28E-05,PubChemFP,#8a00ff,1,21,O-C-C=C-C,0.582655827,0.422700587
PubChemFP680,0.000412966,-0.000128379,PubChemFP,#8a00ff,2,21,O-C-C-C-C-C,0.56097561,0.405088063
PubChemFP681,2.75E-05,-6.12E-05,PubChemFP,#8a00ff,3,21,O-C-C-C-C-O,0.032520325,0.017612524
PubChemFP693,0.000242339,0.000289594,PubChemFP,#8a00ff,4,21,O=C-C-C-C-C-O,0.192411924,0.105675147
PubChemFP704,0.000504861,4.70E-05,PubChemFP,#8a00ff,5,21,O=C-C-C-C-C-C-C,0.54200542,0.332681018
PubChemFP597,0.000584911,0.000164026,PubChemFP,#8a00ff,6,21,O=C-C-C:C,0.525745257,0.324853229
PubChemFP672,0.000707361,0.000585376,PubChemFP,#8a00ff,7,21,O=C-C=C-[#1],0.582655827,0.391389432
PubChemFP145,0.000362194,-0.000280805,PubChemFP,#8a00ff,8,21,>= 1 saturated or aromatic nitrogen-containing ring size 5,0.314363144,0.336594912
PubChemFP153,8.34E-05,-0.000260879,PubChemFP,#8a00ff,9,21,>= 2 saturated or aromatic heteroatom-containing ring size 5,0.059620596,0.054794521
PubChemFP152,8.57E-05,-0.000377507,PubChemFP,#8a00ff,10,21,>= 2 saturated or aromatic nitrogen-containing ring size 5,0.040650407,0.045009785
PubChemFP150,0.000275877,-0.000257418,PubChemFP,#8a00ff,11,21,>= 2 any ring size 5,0.111111111,0.154598826
PubChemFP260,0.000108531,-2.37E-05,PubChemFP,#8a00ff,12,21,>= 3 hetero-aromatic rings,0.024390244,0.056751468
PubChemFP155,8.03E-06,1.20E-05,PubChemFP,#8a00ff,13,21,>= 2 unsaturated non-aromatic nitrogen-containing ring size 5,0,0.007827789
PubChemFP249,0,0,PubChemFP,#8a00ff,14,21,>= 1 saturated or aromatic carbon-only ring size 10,0,0
PubChemFP250,0,0,PubChemFP,#8a00ff,15,21,>= 1 saturated or aromatic nitrogen-containing ring size 10,0,0
PubChemFP233,0,0,PubChemFP,#8a00ff,16,21,>= 1 unsaturated non-aromatic heteroatom-containing ring size 8,0,0
PubChemFP12,0.000206028,4.63E-05,PubChemFP,#8a00ff,17,21,>= 16 C,0.043360434,0.088062622
PubChemFP3,0.000402325,0.000175277,PubChemFP,#8a00ff,18,21,>= 32 H,0.059620596,0.178082192
PubChemFP222,0,0,PubChemFP,#8a00ff,19,21,>= 2 saturated or aromatic nitrogen-containing ring size 7,0,0
PubChemFP221,0,0,PubChemFP,#8a00ff,20,21,>= 2 saturated or aromatic carbon-only ring size 7,0,0
MACCSFP74,0.000898222,0.000838929,MACCSFP,#00d3ff,21,21,"('[CH3]~*~[CH3]', 0)",0.230352304,0.373776908
PubChemFP334,0.000199213,-0.000149375,PubChemFP,#8a00ff,22,21,C(~C)(~C)(~C)(~C),0.08401084,0.1037182
PharmacoErGFP380,0.000224874,0.000191927,PharmacoErGFP,#005dff,23,21,"('Hydrophobic', 'Hydrophobic', 3)",0.10298103,0.119373777
PharmacoErGFP384,0.000336612,6.51E-05,PharmacoErGFP,#005dff,24,21,"('Hydrophobic', 'Hydrophobic', 7)",0.143631436,0.150684932
PharmacoErGFP385,0.000251048,0.000105504,PharmacoErGFP,#005dff,25,21,"('Hydrophobic', 'Hydrophobic', 8)",0.138211382,0.160469667
PharmacoErGFP386,0.000198382,1.93E-05,PharmacoErGFP,#005dff,26,21,"('Hydrophobic', 'Hydrophobic', 9)",0.094850949,0.133072407
PharmacoErGFP366,2.39E-05,-2.24E-05,PharmacoErGFP,#005dff,27,21,"('Negative', 'Aromatic', 10)",0.010840108,0.023483366
PharmacoErGFP356,0,-3.15E-06,PharmacoErGFP,#005dff,28,21,"('Negative', 'Hydrophobic', 21)",0,0.001956947
PharmacoErGFP178,0,0,PharmacoErGFP,#005dff,29,21,"('Acceptor', 'Negative', 11)",0,0
PharmacoErGFP318,0,0,PharmacoErGFP,#005dff,30,21,"('Negative', 'Negative', 4)",0,0
PharmacoErGFP176,-3.00E-06,-4.33E-06,PharmacoErGFP,#005dff,31,21,"('Acceptor', 'Negative', 9)",0,0.005870841
PharmacoErGFP313,2.95E-07,0,PharmacoErGFP,#005dff,32,21,"('Positive', 'Aromatic', 20)",0.002710027,0.003913894
PharmacoErGFP311,0,8.24E-06,PharmacoErGFP,#005dff,33,21,"('Positive', 'Aromatic', 18)",0,0.001956947
PharmacoErGFP72,1.25E-06,-3.43E-05,PharmacoErGFP,#005dff,34,21,"('Donor', 'Negative', 10)",0.002710027,0.001956947
PharmacoErGFP250,7.41E-07,0,PharmacoErGFP,#005dff,35,21,"('Positive', 'Positive', 20)",0.002710027,0
PubChemFP548,0.000256522,-3.12E-05,PubChemFP,#8a00ff,0,22,O-C-C:C,0.558265583,0.391389432
PubChemFP698,0.000244814,5.27E-05,PubChemFP,#8a00ff,1,22,O-C-C-C-C-C-C-C,0.485094851,0.328767123
PubChemFP689,0.000356017,-0.000209925,PubChemFP,#8a00ff,2,22,O-C-C-C-C-C-C,0.56097561,0.399217221
PubChemFP690,5.54E-05,8.91E-06,PubChemFP,#8a00ff,3,22,O-C-C-C-C-C-O,0.127371274,0.043052838
MACCSFP89,0.00028086,0.000107437,MACCSFP,#00d3ff,4,22,"('[#8]~*~*~*~[#8]', 0)",0.287262873,0.176125245
PubChemFP684,0.000488835,0.000142694,PubChemFP,#8a00ff,5,22,O=C-C-C-C-C,0.552845528,0.344422701
PubChemFP493,0.000418214,0.000227287,PubChemFP,#8a00ff,6,22,O=C-C:C,0.533875339,0.320939335
PubChemFP623,0.000551249,0.000163849,PubChemFP,#8a00ff,7,22,O=C-C:C-C,0.531165312,0.320939335
PubChemFP875,0,0,PubChemFP,#8a00ff,8,22,NC1C(N)CCC1,0,0
PubChemFP144,2.05E-05,7.67E-06,PubChemFP,#8a00ff,9,22,>= 1 saturated or aromatic carbon-only ring size 5,0.005420054,0.029354207
PubChemFP157,3.47E-05,-4.19E-05,PubChemFP,#8a00ff,10,22,>= 3 any ring size 5,0.016260163,0.029354207
PubChemFP160,1.69E-05,-0.000133756,PubChemFP,#8a00ff,11,22,>= 3 saturated or aromatic heteroatom-containing ring size 5,0.008130081,0.015655577
PubChemFP164,1.77E-05,5.36E-05,PubChemFP,#8a00ff,12,22,>= 4 any ring size 5,0.005420054,0.011741683
PubChemFP262,5.04E-05,1.49E-05,PubChemFP,#8a00ff,13,22,>= 4 hetero-aromatic rings,0.010840108,0.04109589
PubChemFP29,4.85E-06,0,PubChemFP,#8a00ff,14,22,>= 2 Si,0,0.005870841
PubChemFP251,0,0,PubChemFP,#8a00ff,15,22,>= 1 saturated or aromatic heteroatom-containing ring size 10,0,0
PubChemFP227,0,0,PubChemFP,#8a00ff,16,22,>= 1 any ring size 8,0,0
PubChemFP229,0,0,PubChemFP,#8a00ff,17,22,>= 1 saturated or aromatic nitrogen-containing ring size 8,0,0
PubChemFP231,0,0,PubChemFP,#8a00ff,18,22,>= 1 unsaturated non-aromatic carbon-only ring size 8,0,0
PubChemFP241,0,0,PubChemFP,#8a00ff,19,22,>= 1 any ring size 9,0,0
PubChemFP13,4.99E-06,0,PubChemFP,#8a00ff,20,22,>= 32 C,0.002710027,0.001956947
MACCSFP66,0.000200418,7.27E-05,MACCSFP,#00d3ff,21,22,"('[#6]~[#6](~[#6])(~[#6])~*', 0)",0.10298103,0.11741683
PubChemFP337,1.33E-06,0,PubChemFP,#8a00ff,22,22,C(~C)(~C)(~C)(~O),0.013550136,0.011741683
PharmacoErGFP183,0.000145266,6.37E-05,PharmacoErGFP,#005dff,23,22,"('Acceptor', 'Negative', 16)",0.097560976,0.084148728
PharmacoErGFP382,0.000236347,-9.83E-05,PharmacoErGFP,#005dff,24,22,"('Hydrophobic', 'Hydrophobic', 5)",0.100271003,0.160469667
PharmacoErGFP186,0.000184228,5.21E-05,PharmacoErGFP,#005dff,25,22,"('Acceptor', 'Negative', 19)",0.113821138,0.133072407
PharmacoErGFP187,0.000197744,0.000163377,PharmacoErGFP,#005dff,26,22,"('Acceptor', 'Negative', 20)",0.113821138,0.129158513
PharmacoErGFP88,2.87E-05,-2.71E-05,PharmacoErGFP,#005dff,27,22,"('Donor', 'Hydrophobic', 5)",0.037940379,0.021526419
PharmacoErGFP89,3.38E-05,0,PharmacoErGFP,#005dff,28,22,"('Donor', 'Hydrophobic', 6)",0.024390244,0.017612524
PharmacoErGFP177,0,0,PharmacoErGFP,#005dff,29,22,"('Acceptor', 'Negative', 10)",0,0
PharmacoErGFP317,0,0,PharmacoErGFP,#005dff,30,22,"('Negative', 'Negative', 3)",0,0
PharmacoErGFP315,2.38E-06,0,PharmacoErGFP,#005dff,31,22,"('Negative', 'Negative', 1)",0,0.003913894
PharmacoErGFP312,-3.97E-07,2.25E-05,PharmacoErGFP,#005dff,32,22,"('Positive', 'Aromatic', 19)",0.002710027,0.001956947
PharmacoErGFP310,0,1.18E-05,PharmacoErGFP,#005dff,33,22,"('Positive', 'Aromatic', 17)",0,0.001956947
PharmacoErGFP71,0,-1.70E-05,PharmacoErGFP,#005dff,34,22,"('Donor', 'Negative', 9)",0.002710027,0.001956947
PharmacoErGFP249,8.01E-07,0,PharmacoErGFP,#005dff,35,22,"('Positive', 'Positive', 19)",0.005420054,0
PubChemFP805,4.56E-05,-9.11E-05,PubChemFP,#8a00ff,0,23,OC1CC(N)CCC1,0.146341463,0.13111546
PubChemFP573,0.000321776,9.39E-05,PubChemFP,#8a00ff,1,23,O-C-C=C,0.582655827,0.422700587
PubChemFP682,7.94E-05,8.11E-05,PubChemFP,#8a00ff,2,23,O-C-C-C-C-N,0.089430894,0.048923679
PubChemFP701,5.32E-05,4.05E-05,PubChemFP,#8a00ff,3,23,O-C-C-C-C-C(O)-C,0.116531165,0.039138943
